Firmennummer	Kundennummer	Artikelnummer	Auftragsnummer	Datum	Menge	Verkaufsumsatz	Einkaufsumsatz
196	79719	29354	93411	20240425	1.0	162.56	70.41
856	44652	29354	83899	20240425	7.0	881.08	492.86
414	42767	29354	74228	20240425	2.0	295.2	140.82
951	48878	29354	89710	20240425	2.0	309.96	140.82
593	51466	29354	90295	20240425	1.0	151.15	70.41
593	51466	29354	90295	20240425	1.0	151.15	70.41
196	29763	29354	17486	20240425	1.0	151.15	70.41
712	9155	29354	18921	20240425	1.0	151.15	70.41
903	22951	29354	66570	20240425	1.0	151.15	70.41
103	22008	29354	16290	20240425	5.0	755.76	352.04
115	45064	29354	83792	20240426	2.0	302.3	140.82
804	13275	29354	59455	20240426	1.0	151.15	70.41
822	92239	29354	63920	20240426	1.0	151.15	70.41
944	14963	29354	41783	20240426	2.0	267.96	140.82
944	14963	29354	87044	20240426	1.0	133.98	70.41
944	14963	29354	41706	20240426	2.0	267.96	140.82
196	3668	29354	2235	20240426	1.0	151.15	70.41
848	64047	29354	91706	20240426	1.0	146.36	70.41
115	33892	29354	78982	20240426	1.0	151.15	70.41
196	50056	29354	64001	20240426	3.0	448.92	211.22
212	51688	29354	16753	20240428	2.0	295.2	140.82
650	34342	29354	85033	20240428	2.0	290.78	140.82
951	73669	29354	57341	20240428	1.0	147.6	70.41
712	9155	29354	65500	20240429	2.0	302.3	140.82
944	10642	29354	64904	20240429	1.0	133.98	70.41
944	14963	29354	42799	20240429	1.0	133.98	70.41
944	14963	29354	53486	20240429	1.0	133.98	70.41
944	10642	29354	23885	20240429	2.0	267.96	140.82
944	10642	29354	34958	20240429	1.0	133.98	70.41
944	10642	29354	51842	20240429	2.0	267.96	140.82
944	14963	29354	80898	20240429	3.0	401.94	211.22
944	14963	29354	75726	20240429	2.0	267.96	140.82
848	96547	29354	25460	20240429	1.0	0.0	0.0
373	85222	29354	10837	20240429	1.0	143.21	70.41
944	10642	29354	47913	20240429	1.0	133.98	70.41
705	27907	29354	54722	20240429	1.0	146.72	70.41
320	23866	29354	66507	20240429	1.0	162.0	70.41
243	50103	29354	87336	20240429	6.0	897.84	422.45
804	13968	29354	12023	20240429	1.0	151.15	70.41
115	45064	29354	55711	20240430	1.0	151.15	70.41
944	14963	29354	64595	20240430	1.0	133.98	70.41
944	14963	29354	33025	20240430	1.0	133.98	70.41
373	64773	29354	15502	20240430	2.0	294.55	140.82
944	14963	29354	47456	20240430	1.0	133.98	70.41
196	10923	29354	73181	20240430	1.0	151.15	70.41
196	60526	29354	70396	20240430	1.0	151.15	70.41
763	13178	29354	86764	20240430	1.0	146.12	70.41
373	75894	29354	76454	20240430	2.0	286.42	140.82
115	45064	29354	44936	20240430	1.0	151.15	70.41
944	14963	29354	35212	20240430	1.0	133.98	70.41
142	95839	29354	94044	20240430	1.0	148.13	70.41
196	24052	29354	51701	20240502	1.0	149.64	70.41
115	45064	29354	79001	20240502	1.0	0.0	0.0
927	23567	29354	13594	20240502	1.0	136.19	70.41
944	14963	29354	96973	20240502	1.0	133.98	70.41
944	14963	29354	22109	20240502	1.0	133.98	70.41
944	14963	29354	46428	20240502	1.0	133.98	70.41
511	94311	29354	1996	20240502	1.0	143.21	70.41
712	7478	29354	40740	20240502	1.0	151.15	70.41
373	14299	29354	66925	20240502	1.0	145.39	70.41
922	58832	29354	53248	20240502	1.0	143.21	70.41
922	58832	29354	50171	20240502	1.0	143.21	70.41
243	78246	29354	81817	20240502	1.0	138.14	70.41
848	47	29354	47114	20240502	1.0	144.9	70.41
115	42899	29354	72523	20240502	1.0	149.64	70.41
115	45064	29354	61131	20240503	1.0	151.15	70.41
927	45994	29354	23530	20240503	3.0	412.85	211.22
944	10642	29354	77789	20240503	1.0	133.98	70.41
196	84177	29354	14343	20240503	1.0	151.15	70.41
373	33067	29354	33008	20240503	1.0	162.0	70.41
650	48572	29354	41399	20240503	1.0	147.6	70.41
196	2248	29354	69658	20240503	1.0	151.15	70.41
944	14963	29354	95010	20240505	1.0	133.98	70.41
944	14963	29354	8577	20240505	1.0	133.98	70.41
944	14963	29354	86485	20240505	1.0	133.98	70.41
944	14963	29354	39010	20240505	1.0	133.98	70.41
944	14963	29354	27859	20240505	1.0	133.98	70.41
511	36753	29354	89431	20240505	1.0	142.49	70.41
593	65787	29354	18791	20240505	2.0	285.96	140.82
856	39707	29354	16960	20240505	1.0	138.53	70.41
196	10923	29354	69923	20240505	1.0	151.15	70.41
243	46274	29354	86462	20240506	1.0	151.15	70.41
944	10642	29354	87851	20240506	1.0	133.98	70.41
944	10642	29354	56787	20240506	1.0	133.98	70.41
944	10642	29354	87924	20240506	2.0	267.96	140.82
903	1500	29354	11548	20240506	1.0	151.15	70.41
944	14963	29354	72646	20240506	1.0	133.98	70.41
944	14963	29354	92882	20240506	1.0	133.98	70.41
115	60892	29354	98948	20240506	1.0	150.0	70.41
856	953	29354	37418	20240506	1.0	147.6	70.41
951	73669	29354	9972	20240506	1.0	147.6	70.41
243	1452	29354	48568	20240506	1.0	151.15	70.41
511	41168	29354	75696	20240506	10.0	1476.0	704.08
196	61446	29354	85669	20240506	1.0	149.64	70.41
373	74042	29354	32291	20240506	1.0	147.6	70.41
922	52090	29354	23531	20240506	1.0	147.6	70.41
414	92073	29354	30858	20240506	5.0	730.62	352.04
903	95818	29354	12722	20240506	1.0	151.15	70.41
142	95839	29354	90169	20240506	1.0	148.13	70.41
705	4061	29354	65285	20240506	2.0	293.45	140.82
196	21421	29354	69469	20240506	1.0	151.15	70.41
196	72779	29354	11911	20240506	1.0	151.15	70.41
914	84553	29354	99577	20240506	1.0	149.64	70.41
903	57416	29354	87322	20240506	1.0	151.15	70.41
196	55579	29354	57489	20240506	1.0	151.15	70.41
944	10642	29354	32399	20240507	3.0	401.94	211.22
944	10642	29354	37478	20240507	2.0	267.96	140.82
944	10642	29354	56568	20240507	1.0	133.98	70.41
822	5488	29354	47649	20240507	1.0	150.49	70.41
944	14963	29354	24213	20240507	2.0	267.96	140.82
944	14963	29354	27461	20240507	1.0	133.98	70.41
944	14963	29354	16895	20240507	1.0	133.98	70.41
29	19023	29354	62429	20240507	1.0	149.64	70.41
944	14963	29354	84589	20240507	3.0	401.94	211.22
944	10642	29354	14401	20240507	1.0	133.98	70.41
944	10642	29354	42454	20240507	1.0	133.98	70.41
511	45566	29354	43540	20240507	1.0	154.98	70.41
511	45566	29354	75705	20240507	1.0	154.98	70.41
705	84794	29354	67814	20240507	20.0	2820.72	1408.16
822	54298	29354	82315	20240507	1.0	150.49	70.41
142	95839	29354	2080	20240507	1.0	148.13	70.41
804	23214	29354	82482	20240507	1.0	151.15	70.41
243	4741	29354	88502	20240508	1.0	151.15	70.41
103	15600	29354	31381	20240508	4.0	598.56	281.63
944	14963	29354	88826	20240508	1.0	133.98	70.41
196	3668	29354	58848	20240508	1.0	151.15	70.41
722	15168	29354	46308	20240508	1.0	145.39	70.41
722	15168	29354	23365	20240508	1.0	145.39	70.41
944	10642	29354	57647	20240508	1.0	133.98	70.41
944	10642	29354	46557	20240508	1.0	133.98	70.41
944	10642	29354	38043	20240508	10.0	1339.8	704.08
944	10642	29354	79378	20240508	1.0	133.98	70.41
944	14963	29354	87509	20240508	1.0	133.98	70.41
511	93108	29354	24481	20240508	1.0	0.0	78.5
712	9155	29354	15949	20240510	1.0	151.15	70.41
705	90415	29354	95599	20240510	2.0	293.45	140.82
196	33650	29354	63754	20240510	1.0	149.54	70.41
944	10642	29354	32924	20240510	1.0	133.98	70.41
115	77901	29354	91110	20240510	1.0	150.0	70.41
903	1500	29354	67572	20240510	1.0	151.15	70.41
914	41615	29354	57188	20240510	1.0	151.15	70.41
856	15088	29354	79846	20240512	1.0	147.6	70.41
593	74515	29354	57980	20240513	1.0	151.15	70.41
944	10642	29354	92205	20240513	1.0	133.98	70.41
944	10642	29354	7930	20240513	1.0	133.98	70.41
944	10642	29354	79678	20240513	2.0	267.96	140.82
373	85222	29354	47899	20240513	1.0	141.78	70.41
373	2527	29354	60944	20240513	1.0	158.4	70.41
944	14963	29354	32479	20240513	1.0	133.98	70.41
944	14963	29354	54599	20240513	1.0	133.98	70.41
944	14963	29354	16189	20240513	1.0	133.98	70.41
944	10642	29354	96771	20240513	2.0	267.96	140.82
944	10642	29354	34415	20240513	1.0	133.98	70.41
944	10642	29354	78507	20240513	1.0	133.98	70.41
944	45473	29354	94761	20240513	28.0	3772.94	1971.42
781	48045	29354	2424	20240513	1.0	151.15	70.41
373	76250	29354	18460	20240513	1.0	145.39	70.41
944	14963	29354	19075	20240513	1.0	133.98	70.41
712	89548	29354	61483	20240513	1.0	151.15	70.41
115	37645	29354	99500	20240513	2.0	300.0	140.82
763	61058	29354	7092	20240513	10.0	1432.08	704.08
856	29656	29354	58649	20240513	1.0	145.39	70.41
508	6438	29354	53181	20240513	1.0	143.94	70.41
848	76949	29354	8003	20240513	1.0	147.04	70.41
115	47888	29354	71819	20240513	1.0	151.15	70.41
593	74515	29354	67200	20240513	1.0	151.15	70.41
196	3668	29354	37113	20240514	1.0	151.15	70.41
944	10642	29354	56027	20240514	1.0	133.98	70.41
944	10642	29354	28498	20240514	4.0	535.92	281.63
712	9155	29354	27499	20240514	1.0	151.15	70.41
593	53846	29354	41760	20240514	1.0	151.15	70.41
508	25591	29354	22925	20240514	1.0	145.39	70.41
373	82982	29354	47382	20240514	1.0	154.98	70.41
944	14963	29354	43716	20240514	1.0	133.98	70.41
593	64955	29354	95042	20240514	1.0	151.15	70.41
848	61240	29354	55083	20240514	1.0	146.92	70.41
511	99289	29354	69300	20240514	1.0	154.98	70.41
903	78268	29354	24644	20240514	5.0	755.76	352.04
103	23933	29354	35667	20240514	1.0	149.64	70.41
196	8863	29354	41389	20240514	1.0	151.15	70.41
196	50056	29354	7912	20240514	3.0	448.92	211.22
944	10642	29354	53898	20240515	2.0	267.96	140.82
944	14963	29354	66532	20240515	20.0	2679.6	1408.16
944	14963	29354	58867	20240515	2.0	267.96	140.82
927	93977	29354	4411	20240515	4.0	550.46	281.63
196	41728	29354	67237	20240515	1.0	146.62	70.41
922	23961	29354	11687	20240515	1.0	143.21	70.41
903	22951	29354	42174	20240515	1.0	151.15	70.41
243	87242	29354	5467	20240516	1.0	143.74	70.41
196	16037	29354	10824	20240516	1.0	143.59	70.41
196	38464	29354	28973	20240516	3.0	439.85	211.22
127	48107	29354	66551	20240516	1.0	149.64	70.41
103	94376	29354	87000	20240516	5.0	748.2	352.04
822	10544	29354	35196	20240516	1.0	150.49	70.41
373	57766	29354	54098	20240516	1.0	145.39	70.41
142	84055	29354	9081	20240516	5.0	755.76	352.04
927	33270	29354	84385	20240516	1.0	132.06	70.41
892	78640	29354	57676	20240516	1.0	145.39	70.41
944	14963	29354	16768	20240516	1.0	133.98	70.41
944	14963	29354	63714	20240516	1.0	133.98	70.41
922	29393	29354	42899	20240516	1.0	145.39	70.41
650	38116	29354	29306	20240516	1.0	147.6	70.41
944	10642	29354	47127	20240516	1.0	133.98	70.41
944	14963	29354	40812	20240516	1.0	133.98	70.41
511	99569	29354	71861	20240516	1.0	154.98	70.41
243	88110	29354	81181	20240516	1.0	151.2	70.41
115	85583	29354	71603	20240516	1.0	151.15	70.41
944	10642	29354	79228	20240516	1.0	133.98	70.41
115	77901	29354	30250	20240516	1.0	151.15	70.41
848	13411	29354	91698	20240516	1.0	144.9	70.41
712	89548	29354	50602	20240516	4.0	604.61	281.63
29	19023	29354	21288	20240517	1.0	149.64	70.41
927	23567	29354	74436	20240517	1.0	132.06	70.41
196	24985	29354	41725	20240517	1.0	151.15	70.41
593	99975	29354	85832	20240517	1.0	0.0	0.0
944	14963	29354	37421	20240517	1.0	133.98	70.41
944	10642	29354	78678	20240517	1.0	133.98	70.41
944	10642	29354	21051	20240517	5.0	669.9	352.04
115	45064	29354	51154	20240517	1.0	151.15	70.41
115	85583	29354	26292	20240517	1.0	151.15	70.41
243	78246	29354	22171	20240517	1.0	138.14	70.41
712	26986	29354	6426	20240517	1.0	177.26	70.41
29	19023	29354	78095	20240517	2.0	299.28	140.82
196	50056	29354	66054	20240517	2.0	299.28	140.82
944	14963	29354	63899	20240520	1.0	133.98	70.41
944	14963	29354	86445	20240520	1.0	133.98	70.41
944	14963	29354	22128	20240520	1.0	133.98	70.41
944	14963	29354	10177	20240520	2.0	267.96	140.82
856	39707	29354	79384	20240520	3.0	415.58	211.22
705	27907	29354	43904	20240520	2.0	293.45	140.82
650	8237	29354	34658	20240521	1.0	150.34	70.41
115	77901	29354	23130	20240521	1.0	150.6	72.58
115	45064	29354	28809	20240521	1.0	151.15	70.41
196	24052	29354	25542	20240521	1.0	149.64	70.41
944	10642	29354	29535	20240521	1.0	133.98	70.41
944	10642	29354	50702	20240521	1.0	133.98	70.41
944	10642	29354	39331	20240521	1.0	133.98	70.41
944	10642	29354	47047	20240521	1.0	133.98	70.41
944	14963	29354	74993	20240521	1.0	133.98	70.41
944	14963	29354	86858	20240521	1.0	133.98	70.41
373	83212	29354	8106	20240521	1.0	147.6	70.41
914	84553	29354	17123	20240521	1.0	149.64	70.41
944	10642	29354	30240	20240521	1.0	133.98	70.41
944	10642	29354	43630	20240521	1.0	133.98	70.41
944	10642	29354	89667	20240521	1.0	133.98	70.41
944	10642	29354	25208	20240521	1.0	133.98	70.41
922	93459	29354	51420	20240521	1.0	145.39	70.41
115	84167	29354	82667	20240521	1.0	149.64	70.41
951	73669	29354	58823	20240521	1.0	147.6	70.41
29	19023	29354	97087	20240521	6.0	897.84	422.45
508	71155	29354	92045	20240521	1.0	154.98	70.41
848	47	29354	99311	20240521	1.0	146.36	70.41
115	98739	29354	81475	20240521	1.0	145.5	70.41
712	1440	29354	27593	20240521	2.0	290.21	140.82
196	33650	29354	78453	20240521	1.0	149.54	70.41
75	18720	29354	62436	20240521	1.0	312.79	70.41
115	45064	29354	72364	20240522	1.0	151.15	70.41
338	24535	29354	49176	20240522	1.0	151.15	70.41
944	14963	29354	71872	20240522	1.0	133.98	70.41
944	10642	29354	21463	20240522	1.0	133.98	70.41
944	14963	29354	99705	20240522	1.0	133.98	70.41
944	14963	29354	24641	20240522	1.0	133.98	70.41
944	10642	29354	8928	20240522	2.0	267.96	140.82
944	10642	29354	42204	20240522	1.0	133.98	70.41
944	10642	29354	64966	20240522	1.0	133.98	70.41
914	87380	29354	4949	20240522	1.0	151.15	70.41
373	74042	29354	53161	20240522	2.0	295.2	140.82
373	17333	29354	32993	20240522	1.0	147.6	70.41
705	18280	29354	47166	20240522	1.0	141.78	70.41
196	60726	29354	29810	20240522	1.0	151.15	70.41
338	24923	29354	78328	20240523	1.0	166.8	70.41
722	15168	29354	91936	20240523	1.0	145.39	70.41
115	45064	29354	89363	20240523	1.0	0.0	0.0
115	37645	29354	30730	20240523	1.0	151.15	70.41
593	74515	29354	83620	20240523	1.0	151.15	70.41
142	95839	29354	29446	20240523	1.0	148.13	70.41
848	47	29354	66765	20240523	1.0	144.9	70.41
243	90803	29354	62710	20240523	1.0	151.15	70.41
593	74515	29354	62588	20240523	1.0	151.15	70.41
212	44609	29354	84406	20240523	5.0	723.24	352.04
196	38464	29354	60267	20240524	1.0	151.15	70.41
373	72256	29354	74819	20240524	1.0	154.8	70.41
115	45064	29354	21946	20240524	2.0	302.3	140.82
944	14963	29354	53077	20240524	1.0	133.98	70.41
944	14963	29354	89805	20240524	1.0	133.98	70.41
892	28060	29354	39236	20240524	7.0	924.0	492.86
944	14963	29354	13286	20240524	1.0	133.98	70.41
115	47888	29354	61058	20240524	1.0	151.15	70.41
944	45473	29354	26784	20240524	27.0	3638.2	1901.02
944	10642	29354	88288	20240524	1.0	133.98	70.41
944	10642	29354	21526	20240524	1.0	133.98	70.41
585	84168	29354	4716	20240524	1.0	149.64	70.41
804	47515	29354	45337	20240524	1.0	151.15	70.41
103	22008	29354	34125	20240524	1.0	151.15	70.41
373	74042	29354	21762	20240526	1.0	147.6	70.41
944	10642	29354	85601	20240527	1.0	133.98	70.41
593	41846	29354	95598	20240527	1.0	151.15	70.41
944	10642	29354	91362	20240527	1.0	133.98	70.41
927	70525	29354	68777	20240527	1.0	132.06	70.41
511	98086	29354	30671	20240527	1.0	170.48	70.41
944	10642	29354	94254	20240527	1.0	133.98	70.41
944	10642	29354	19211	20240527	1.0	133.98	70.41
944	10642	29354	36834	20240527	1.0	133.98	70.41
822	59125	29354	59147	20240527	1.0	150.49	70.41
115	90265	29354	60137	20240527	2.0	300.0	140.82
127	95456	29354	79847	20240527	1.0	151.15	70.41
373	19055	29354	95030	20240527	1.0	147.6	70.41
508	4472	29354	67291	20240527	1.0	147.6	70.41
712	89548	29354	49093	20240527	2.0	302.3	140.82
593	74515	29354	92819	20240527	1.0	151.15	70.41
914	69826	29354	48188	20240527	1.0	149.64	70.41
848	58126	29354	60410	20240528	1.0	146.81	70.41
951	32946	29354	86189	20240528	2.0	290.78	140.82
373	59804	29354	19927	20240528	1.0	147.6	70.41
373	59804	29354	96285	20240528	1.0	147.6	70.41
944	14963	29354	50495	20240528	1.0	133.98	70.41
944	14963	29354	90341	20240528	5.0	669.9	352.04
944	10642	29354	68254	20240528	1.0	133.98	70.41
944	10642	29354	7570	20240528	1.0	133.98	70.41
944	10642	29354	29777	20240528	1.0	133.98	70.41
373	17872	29354	82541	20240528	1.0	177.29	70.41
511	49188	29354	59496	20240528	1.0	154.98	70.41
927	19641	29354	50789	20240528	1.0	132.06	70.41
922	92267	29354	48600	20240528	2.0	283.56	140.82
922	54896	29354	79096	20240528	1.0	142.49	70.41
103	94376	29354	92694	20240528	1.0	149.64	70.41
103	94376	29354	29248	20240528	1.0	149.64	70.41
115	42767	29354	95242	20240528	1.0	150.0	70.41
593	74515	29354	59689	20240528	1.0	151.15	70.41
196	13760	29354	7316	20240529	1.0	148.13	70.41
29	19023	29354	43597	20240529	1.0	149.64	70.41
944	10642	29354	95016	20240529	1.0	133.98	70.41
944	14963	29354	36936	20240529	1.0	133.98	70.41
892	22170	29354	84234	20240529	1.0	143.21	70.41
115	85100	29354	95561	20240529	1.0	150.0	70.41
650	31541	29354	12289	20240529	1.0	147.6	70.41
460	10642	29354	82384	20240529	1.0	132.0	70.41
142	5368	29354	10736	20240529	8.0	1209.22	563.26
781	77278	29354	76948	20240530	2.0	302.3	140.82
29	19023	29354	421	20240530	1.0	149.64	70.41
922	29393	29354	83531	20240530	1.0	145.39	70.41
196	13760	29354	16429	20240531	1.0	151.15	70.41
196	10923	29354	27880	20240531	1.0	151.15	70.41
212	72360	29354	21897	20240531	3.0	464.94	211.22
196	55132	29354	60166	20240531	1.0	145.1	70.41
650	42545	29354	34189	20240531	1.0	147.6	70.41
196	80637	29354	23375	20240531	1.0	151.15	70.41
944	14963	29354	77366	20240602	1.0	133.98	70.41
944	10642	29354	18761	20240603	1.0	133.98	70.41
944	10642	29354	70078	20240603	1.0	133.98	70.41
115	85583	29354	65097	20240603	1.0	0.0	0.0
373	85222	29354	65814	20240603	1.0	141.78	70.41
243	78246	29354	2543	20240603	2.0	276.29	140.82
944	10642	29354	73810	20240603	1.0	133.98	70.41
373	64134	29354	87194	20240603	1.0	147.6	70.41
115	42767	29354	53669	20240603	1.0	149.64	70.41
848	83438	29354	64	20240603	1.0	142.69	70.41
196	3668	29354	48394	20240603	1.0	151.15	70.41
373	86291	29354	96983	20240603	1.0	162.0	70.41
944	14963	29354	78504	20240603	1.0	133.98	70.41
944	10642	29354	72961	20240603	1.0	133.98	70.41
196	50056	29354	99140	20240603	3.0	448.92	211.22
373	17333	29354	5540	20240603	1.0	147.6	70.41
593	53745	29354	11015	20240603	1.0	151.15	70.41
944	14963	29354	49482	20240603	1.0	133.98	70.41
944	14963	29354	35902	20240603	1.0	133.98	70.41
944	14963	29354	68001	20240603	1.0	133.98	70.41
944	14963	29354	75355	20240603	1.0	133.98	70.41
115	76591	29354	72982	20240603	1.0	150.96	70.41
804	90144	29354	52141	20240603	1.0	151.15	70.41
889	39707	29354	6536	20240603	1.0	138.53	70.41
856	19993	29354	79011	20240603	5.0	692.64	352.04
763	61058	29354	53802	20240603	10.0	1432.08	704.08
712	77295	29354	43838	20240603	3.0	459.0	211.22
705	88979	29354	95111	20240603	2.0	293.45	140.82
951	33831	29354	96032	20240603	1.0	141.04	70.41
705	88979	29354	6695	20240603	2.0	293.45	140.82
914	84553	29354	14786	20240603	1.0	151.15	70.41
115	77901	29354	19344	20240603	1.0	149.64	70.41
196	13000	29354	78995	20240603	1.0	151.15	70.41
196	8863	29354	7437	20240603	2.0	302.3	140.82
196	6586	29354	914	20240604	1.0	151.15	70.41
338	6047	29354	5527	20240604	1.0	147.37	70.41
373	76250	29354	77417	20240604	1.0	145.39	70.41
944	14963	29354	41424	20240604	1.0	133.98	70.41
705	33558	29354	27663	20240604	1.0	146.72	70.41
650	50755	29354	50338	20240604	4.0	571.2	281.63
511	17006	29354	69957	20240604	1.0	150.0	70.41
373	11044	29354	16837	20240604	1.0	145.39	70.41
944	14963	29354	83257	20240604	2.0	267.96	140.82
373	57766	29354	74947	20240604	1.0	145.39	70.41
705	4061	29354	52532	20240604	2.0	293.45	140.82
115	77901	29354	92324	20240604	1.0	149.64	70.41
115	42767	29354	54166	20240604	1.0	150.0	70.41
115	45064	29354	18228	20240605	1.0	151.15	70.41
848	97173	29354	49690	20240605	4.0	587.23	281.63
944	10642	29354	56373	20240605	2.0	267.96	140.82
822	54298	29354	21814	20240605	1.0	150.49	70.41
822	59125	29354	89155	20240605	1.0	150.49	70.41
944	10642	29354	32887	20240605	1.0	133.98	70.41
944	10642	29354	93554	20240605	1.0	133.98	70.41
650	31541	29354	16217	20240605	2.0	295.2	140.82
944	10642	29354	92072	20240605	2.0	267.96	140.82
373	5223	29354	20724	20240605	1.0	145.39	70.41
889	44652	29354	50214	20240605	1.0	138.53	70.41
927	45994	29354	5350	20240605	1.0	137.62	70.41
115	68780	29354	22607	20240605	1.0	299.71	70.41
243	12407	29354	29442	20240605	1.0	151.15	70.41
115	98739	29354	8879	20240605	1.0	150.0	70.41
115	47508	29354	35770	20240605	1.0	151.15	70.41
650	40928	29354	2170	20240605	1.0	147.6	70.41
944	10642	29354	73661	20240606	1.0	133.98	70.41
243	6653	29354	7266	20240606	4.0	604.61	281.63
944	14963	29354	62701	20240606	1.0	133.98	70.41
115	85583	29354	70066	20240606	1.0	151.15	70.41
944	14963	29354	19040	20240606	1.0	133.98	70.41
511	94311	29354	25176	20240606	1.0	140.34	70.41
927	45994	29354	22610	20240606	1.0	137.62	70.41
856	58785	29354	70280	20240606	1.0	145.39	70.41
712	77295	29354	27776	20240606	6.0	918.0	422.45
373	39905	29354	11453	20240606	1.0	154.98	70.41
373	47358	29354	29829	20240606	1.0	147.6	70.41
705	27907	29354	55949	20240606	1.0	146.72	70.41
142	95839	29354	15582	20240606	2.0	296.26	140.82
593	53846	29354	51949	20240606	1.0	151.15	70.41
593	74515	29354	98211	20240606	1.0	151.15	70.41
29	19023	29354	52521	20240607	2.0	299.28	140.82
29	19023	29354	78277	20240607	2.0	299.28	140.82
29	19023	29354	52300	20240607	1.0	149.64	70.41
142	58863	29354	32530	20240607	5.0	755.76	352.04
822	46590	29354	78556	20240607	1.0	150.49	70.41
822	63712	29354	56206	20240607	1.0	150.49	70.41
593	78875	29354	92744	20240607	1.0	151.15	70.41
243	6653	29354	89960	20240607	1.0	151.15	70.41
593	15088	29354	87721	20240607	1.0	151.15	70.41
196	1252	29354	91184	20240607	1.0	151.15	70.41
103	62377	29354	32468	20240609	1.0	151.15	70.41
944	10642	29354	19839	20240610	2.0	267.96	140.82
944	10642	29354	80671	20240610	3.0	401.94	211.22
142	63659	29354	16748	20240610	2.0	299.28	140.82
593	7192	29354	35090	20240610	1.0	151.15	70.41
848	12445	29354	7707	20240610	1.0	134.4	70.41
511	72500	29354	49677	20240610	1.0	154.98	70.41
903	35146	29354	52438	20240610	1.0	151.15	70.41
944	10642	29354	99430	20240610	1.0	133.98	70.41
944	14963	29354	19122	20240610	1.0	133.98	70.41
650	39451	29354	97890	20240610	1.0	140.17	70.41
951	99154	29354	97163	20240610	1.0	142.8	70.41
922	92267	29354	96511	20240610	1.0	141.78	70.41
373	74042	29354	1766	20240610	1.0	146.12	70.41
212	61201	29354	32982	20240610	1.0	147.6	70.41
409	517	29354	27035	20240610	3.0	453.46	211.22
243	88110	29354	92246	20240610	1.0	151.15	70.41
115	47508	29354	17579	20240610	1.0	151.15	70.41
822	54298	29354	20708	20240610	1.0	150.49	70.41
951	97644	29354	38389	20240611	1.0	143.21	70.41
848	79992	29354	48786	20240611	1.0	162.0	70.41
944	10642	29354	4808	20240611	1.0	133.98	70.41
944	10642	29354	84754	20240611	1.0	133.98	70.41
944	10642	29354	1912	20240611	1.0	133.98	70.41
944	14963	29354	85874	20240611	1.0	133.98	70.41
944	14963	29354	19800	20240611	5.0	669.9	352.04
944	14963	29354	5976	20240611	1.0	133.98	70.41
944	14963	29354	94220	20240611	1.0	133.98	70.41
196	60526	29354	896	20240611	1.0	151.15	70.41
115	47508	29354	54680	20240611	1.0	151.15	70.41
705	27907	29354	40650	20240611	1.0	146.72	70.41
142	95839	29354	52581	20240611	1.0	148.13	70.41
822	17692	29354	96219	20240612	1.0	150.49	70.41
373	33067	29354	50490	20240612	1.0	150.0	70.41
944	10642	29354	40850	20240612	1.0	133.98	70.41
903	2387	29354	17515	20240612	1.0	151.15	70.41
944	10642	29354	30282	20240612	1.0	133.98	70.41
944	14963	29354	31400	20240612	1.0	133.98	70.41
511	99569	29354	94968	20240612	1.0	154.98	70.41
103	94376	29354	363	20240612	1.0	149.64	70.41
243	78246	29354	55686	20240612	1.0	138.14	70.41
922	30089	29354	58550	20240612	1.0	145.39	70.41
944	14963	29354	36167	20240612	1.0	133.98	70.41
593	87526	29354	64352	20240612	1.0	151.15	70.41
115	47508	29354	16730	20240612	1.0	151.15	70.41
243	4741	29354	71861	20240613	1.0	151.15	70.41
196	38464	29354	42971	20240613	1.0	151.15	70.41
373	264	29354	86190	20240613	1.0	147.6	70.41
951	47029	29354	65037	20240613	1.0	147.6	70.41
944	14963	29354	89102	20240613	1.0	133.98	70.41
922	4643	29354	58013	20240613	1.0	145.39	70.41
944	14963	29354	61195	20240613	1.0	133.98	70.41
414	39184	29354	73990	20240613	1.0	143.21	70.41
804	30625	29354	84155	20240613	1.0	151.15	70.41
848	47	29354	4041	20240613	1.0	144.9	70.41
373	97527	29354	827	20240613	3.0	395.96	211.22
115	77901	29354	80297	20240613	1.0	151.15	70.41
712	89548	29354	18763	20240613	6.0	906.91	422.45
593	74515	29354	85892	20240613	1.0	151.15	70.41
196	53553	29354	21384	20240613	1.0	151.15	70.41
115	45064	29354	61075	20240614	4.0	604.61	281.63
196	9574	29354	32074	20240614	1.0	130.8	70.41
196	6586	29354	87288	20240614	1.0	151.15	70.41
373	14902	29354	2938	20240614	1.0	145.39	70.41
944	14963	29354	67074	20240614	1.0	133.98	70.41
944	14963	29354	96542	20240614	1.0	133.98	70.41
944	14963	29354	52437	20240614	1.0	133.98	70.41
944	14963	29354	75113	20240614	1.0	133.98	70.41
922	54200	29354	9228	20240614	1.0	147.6	70.41
892	22170	29354	67597	20240614	1.0	143.21	70.41
115	47508	29354	41045	20240614	1.0	151.15	70.41
511	99672	29354	96809	20240614	1.0	147.6	70.41
414	92073	29354	45765	20240616	1.0	146.12	70.41
196	80637	29354	40458	20240616	1.0	151.15	70.41
243	90803	29354	83117	20240617	1.0	151.15	70.41
508	36239	29354	99669	20240617	1.0	147.6	70.41
944	14963	29354	89585	20240617	1.0	133.98	70.41
944	10642	29354	23609	20240617	1.0	133.98	70.41
511	64976	29354	94802	20240617	1.0	150.0	70.41
944	10642	29354	43735	20240617	2.0	267.96	140.82
